,age,workclass,fnlwgt,education,educational-num,marital-status,occupation,relationship,race,gender,capital-gain,capital-loss,hours-per-week,native-country,income
17932,36,2,136028,15,5,1,4,0,0,0,0,0,30,0,0
17933,26,2,163189,0,9,0,2,2,0,0,0,0,40,0,0
17934,34,1,202729,0,9,1,11,0,0,0,0,0,40,0,0
17935,41,0,421871,0,9,1,4,0,1,0,0,0,40,0,1
17936,44,0,120277,2,13,1,3,0,0,0,15024,0,50,7,1
17938,47,0,198901,0,9,1,4,0,0,0,0,0,48,0,0
17939,18,0,214617,1,10,0,2,2,0,0,0,0,16,0,0
17940,55,2,179715,11,6,1,4,0,0,0,0,0,18,0,0
17941,49,1,107231,0,9,1,4,0,0,0,0,2002,40,0,0
17942,44,0,110355,2,13,1,0,0,0,0,0,0,40,0,1
17943,43,0,184378,2,13,0,3,1,0,0,0,0,40,0,0
17944,62,0,273454,14,4,1,11,0,0,0,0,0,40,15,0
17945,44,0,443040,0,9,1,9,0,1,0,0,0,40,0,0
17947,50,5,160151,1,10,1,2,0,0,0,0,0,60,0,1
17948,35,0,107991,5,7,0,2,1,0,0,0,0,45,0,0
17949,52,0,94391,0,9,1,1,0,0,0,0,0,40,0,0
17950,46,0,99835,8,15,1,3,0,0,0,0,0,60,0,1
17951,44,0,43711,13,12,1,2,0,0,0,7688,0,40,0,1
17952,43,0,83756,1,10,0,0,3,0,0,0,0,50,0,0
17953,51,0,120914,14,4,1,4,0,0,0,2961,0,40,0,0
17954,20,0,180052,1,10,0,2,2,0,0,0,0,20,0,0
17955,47,0,170846,13,12,1,1,4,0,1,0,0,40,7,1
17956,43,0,37937,3,14,2,0,3,0,0,0,0,50,0,0
17958,24,0,38455,1,10,0,4,1,0,0,0,0,40,0,0
17959,27,4,128059,1,10,1,4,0,0,0,0,0,50,0,0
17960,32,0,420895,0,9,1,8,0,0,0,0,0,40,0,0
17961,37,0,166744,0,9,2,5,3,0,1,0,0,12,0,0
17962,26,0,238768,0,9,1,7,0,0,0,0,0,60,0,0
17963,43,0,176270,2,13,1,0,0,0,0,99999,0,60,0,1
17964,50,0,140592,0,9,1,7,4,0,1,0,0,40,0,0
17965,20,2,211466,0,9,0,8,2,0,0,0,0,80,0,0
17966,37,0,188540,0,9,1,0,0,0,0,0,1902,45,0,1
17967,43,0,39581,0,9,0,5,1,1,1,0,0,45,0,0
17968,37,0,171150,0,9,1,0,0,0,0,0,1887,50,0,1
17969,53,0,117496,15,5,2,5,1,0,1,0,0,36,29,0
17970,44,0,145160,9,16,1,3,0,0,0,0,0,40,0,1
17971,25,0,28520,0,9,0,5,1,0,1,0,0,40,0,0
17972,17,0,103851,5,7,0,1,2,0,1,1055,0,20,0,0
17973,19,0,375077,0,9,0,2,2,0,0,0,0,50,0,0
17974,53,3,281590,0,9,1,0,4,0,1,15024,0,40,0,1
17975,44,0,151504,1,10,1,2,0,0,0,0,0,50,0,0
17976,51,0,415287,0,9,1,7,0,1,0,0,1902,40,0,1
17977,49,0,32212,0,9,1,0,4,0,1,0,0,43,0,0
17978,35,0,123606,1,10,1,9,0,0,0,0,0,40,0,0
17979,44,0,202565,0,9,2,4,1,0,0,0,0,45,0,0
17980,54,0,177927,3,14,1,3,0,0,0,0,0,60,0,0
17981,37,0,256723,1,10,2,1,3,1,1,0,0,35,0,0
17982,18,0,46247,1,10,0,5,2,0,1,0,0,15,0,0
17983,24,0,266926,1,10,1,9,0,0,0,0,0,40,0,0
17984,29,0,112031,0,9,2,4,1,0,1,0,0,50,0,0
17986,35,0,168817,0,9,0,7,1,0,0,0,0,40,0,0
17987,56,0,187487,0,9,1,4,0,0,0,0,0,48,0,1
17989,24,0,67222,2,13,0,7,1,2,0,0,0,45,2,0
17990,43,0,201723,3,14,1,0,0,0,0,0,1902,40,0,1
17991,73,0,267408,0,9,4,2,5,0,1,0,0,15,0,0
17993,49,0,105444,10,8,1,7,0,0,0,0,0,39,0,0
17994,38,0,156728,2,13,1,2,0,0,0,0,0,40,0,1
17995,31,0,148600,0,9,1,7,0,1,0,0,0,40,0,0
17996,39,0,19914,1,10,2,1,3,4,1,0,0,40,0,0
17997,42,0,190767,2,13,2,1,1,0,1,0,0,40,0,0
17998,41,0,233955,3,14,1,3,0,2,0,0,0,45,2,1
17999,35,0,30381,2,13,1,2,0,0,0,0,0,45,0,1
18000,38,0,187069,0,9,1,8,0,0,0,0,0,45,0,0
18001,31,0,367314,0,9,2,1,1,0,1,0,0,40,0,0
18002,51,1,101119,0,9,1,11,0,0,0,0,0,70,0,0
18003,38,0,86551,2,13,2,2,1,0,0,0,0,48,0,1
18004,40,1,218995,1,10,1,0,0,0,0,0,0,42,0,1
18005,21,0,57711,0,9,0,5,1,0,1,0,0,30,0,0
18006,44,0,303521,1,10,2,4,1,0,0,0,0,40,0,0
18007,55,0,199067,0,9,1,4,0,0,0,0,0,40,0,1
18008,29,0,247445,0,9,2,2,1,0,0,0,0,45,0,0
18009,49,0,186078,3,14,1,3,4,0,1,0,0,50,0,1
18010,31,0,77634,4,11,1,5,0,0,0,0,0,42,0,0
18011,24,0,180060,3,14,0,0,2,0,0,6849,0,90,0,0
18012,46,0,56482,1,10,0,0,1,1,0,0,0,40,0,0
18013,26,0,314177,0,9,0,2,1,1,0,0,0,40,0,0
18014,35,0,239755,2,13,0,5,1,0,0,0,0,38,0,0
18015,27,0,377680,4,11,0,2,1,0,0,0,0,50,0,0
18016,64,2,134960,2,13,1,0,0,0,0,15024,0,35,0,1
18017,26,0,294493,2,13,0,4,5,0,0,0,0,40,0,0
18018,21,0,32616,0,9,0,5,1,0,1,0,1719,16,0,0
18020,57,1,52267,0,9,1,8,0,0,0,0,0,72,0,0
18021,30,0,117963,2,13,1,1,0,0,0,0,0,40,0,1
18022,45,0,98881,5,7,1,5,4,0,1,0,0,32,0,0
18023,50,0,196963,14,4,2,4,1,0,1,0,0,30,0,0
18024,38,0,166988,2,13,0,1,2,0,1,0,0,40,0,0
18025,43,2,193459,1,10,1,4,0,0,0,0,0,60,0,0
18026,42,0,182342,1,10,4,0,1,0,1,0,0,55,0,0
18027,32,0,496743,2,13,0,3,2,0,0,0,0,40,0,0
18028,20,0,154781,0,9,0,1,1,0,1,0,0,40,0,0
18029,27,0,219371,0,9,0,5,1,0,1,0,0,35,0,0
18030,45,0,99179,5,7,4,1,3,0,1,0,0,40,0,0
18031,40,0,224910,0,9,0,7,1,0,1,0,0,40,0,0
18032,38,0,304651,0,9,2,8,1,0,0,0,0,60,0,0
18033,37,0,349689,0,9,2,1,3,0,1,0,0,40,0,0
18034,60,0,106850,11,6,2,7,1,0,1,0,0,40,0,0
18035,53,2,196328,0,9,1,0,0,1,0,0,0,45,0,1
18036,25,0,169323,2,13,1,0,2,0,1,0,0,40,0,0
18037,47,2,162924,2,13,2,0,1,2,0,0,0,60,8,0
18038,40,2,34037,0,9,0,6,1,0,0,0,0,70,0,0
18040,19,0,197384,1,10,0,5,2,0,1,0,0,10,0,0
18041,42,0,251795,1,10,1,3,4,0,1,0,0,50,0,1
18043,41,0,165309,2,13,2,1,3,0,1,0,0,40,0,0
18044,28,0,215873,11,6,0,7,2,1,0,0,0,45,0,0
18045,46,0,133938,3,14,2,0,1,0,1,27828,0,50,0,1
18046,49,0,159816,2,13,1,3,4,0,1,99999,0,20,0,1
18047,24,0,228424,0,9,0,9,5,1,0,0,0,40,0,0
18048,32,0,195576,5,7,1,7,0,0,0,0,0,40,0,0
18049,71,0,105200,0,9,1,11,0,0,0,6767,0,20,0,0
18050,26,0,167350,1,10,1,10,0,0,0,3103,0,40,0,1
18051,29,0,52199,0,9,5,11,1,0,0,0,0,40,0,0
18052,50,0,171338,1,10,1,0,0,0,0,99999,0,50,0,1
18053,51,0,120173,4,11,1,4,0,0,0,3103,0,50,0,1
18055,49,0,169818,0,9,1,5,4,1,1,0,0,40,0,1
18056,31,0,288419,11,6,1,7,0,0,0,0,0,40,0,0
18057,23,0,207546,5,7,1,7,0,0,0,0,0,40,0,0
18058,59,1,147707,0,9,4,6,3,0,0,0,2339,40,0,0
18060,43,0,193882,1,10,1,2,0,0,0,7688,0,40,0,1
18061,38,0,31033,2,13,1,2,0,0,0,7298,0,40,0,1
18062,37,0,272950,0,9,1,0,0,0,0,0,0,40,0,0
18063,29,0,183523,11,6,0,5,2,0,0,0,0,40,0,0
18064,39,0,238415,2,13,1,0,0,0,0,0,0,50,0,1
18065,31,0,19302,13,12,0,1,1,0,0,2202,0,38,0,0
18066,42,1,339671,2,13,5,3,1,0,1,8614,0,45,0,1
18067,35,1,103260,3,14,1,3,4,0,1,0,0,35,0,1
18068,39,0,79331,3,14,1,0,0,2,0,15024,0,40,0,1
18069,40,0,135056,13,12,2,1,3,0,1,0,0,40,0,0
18070,66,0,142723,12,3,5,9,3,0,1,0,0,40,39,0
18071,30,4,188569,15,5,1,10,0,0,0,0,0,40,0,0
18072,43,0,57322,13,12,2,4,1,0,0,0,0,40,0,0
18073,47,0,178309,15,5,0,5,3,0,1,0,0,50,0,0
18074,45,0,166107,3,14,0,1,1,2,1,0,0,40,5,0
18075,31,0,53042,1,10,1,7,0,1,0,0,0,40,19,0
18076,33,0,155343,0,9,1,2,0,0,0,3103,0,40,0,1
18077,32,0,35595,2,13,0,1,1,0,0,0,0,40,0,0
18078,28,0,429507,13,12,1,9,0,1,0,0,0,40,0,0
18079,50,4,159670,0,9,1,1,0,0,0,0,0,40,0,1
18080,63,0,151210,14,4,2,2,1,0,1,0,0,40,0,0
18081,28,0,186792,2,13,1,1,0,0,0,0,0,40,0,0
18082,38,0,204640,1,10,4,1,3,1,1,0,0,40,0,0
18083,52,0,87205,0,9,2,5,1,0,1,0,0,38,0,0
18084,38,5,112847,8,15,1,3,0,2,0,0,0,40,0,1
18085,41,0,107306,0,9,0,0,1,0,0,2174,0,40,0,0
18086,50,3,211319,3,14,0,3,1,0,0,0,0,38,0,0
18087,59,0,183606,5,7,1,7,0,0,0,0,0,40,0,0
18088,32,0,205390,0,9,1,2,0,0,0,0,0,49,0,0
18089,73,1,232871,14,4,1,11,0,0,0,2228,0,10,0,0
18090,52,5,101017,0,9,2,0,3,0,0,0,0,38,0,0
18091,57,0,114495,0,9,1,0,0,0,0,0,0,60,0,0
18092,35,0,183898,4,11,1,0,0,0,0,7298,0,50,0,1
18093,51,0,163921,2,13,1,8,0,0,0,0,0,56,0,1
18094,22,0,311764,5,7,4,2,2,1,1,0,0,35,0,0
18095,49,0,188330,0,9,1,2,0,0,0,0,0,40,0,1
18096,22,0,267174,0,9,0,9,2,1,0,0,0,40,0,0
18097,46,1,36228,0,9,1,4,0,0,0,0,1902,40,0,0
18098,48,0,199739,0,9,2,4,3,0,1,0,0,40,0,0
18100,43,3,206139,2,13,1,1,0,0,0,0,0,50,0,1
18101,25,0,282063,14,4,1,9,0,0,0,0,0,40,1,0
18102,31,0,332379,14,4,0,4,1,0,0,0,0,40,0,0
18103,19,0,418324,1,10,0,2,2,0,0,0,0,36,0,0
18105,51,0,158948,0,9,1,8,0,0,0,0,0,84,0,1
18106,51,0,221532,2,13,2,0,3,0,0,0,0,40,0,1
18107,22,2,202920,0,9,0,3,3,0,1,99999,0,40,9,1
18108,37,1,118909,0,9,2,1,3,1,1,0,0,35,0,0
18109,19,0,286469,1,10,0,2,2,0,1,0,0,30,0,0
18110,45,0,191914,0,9,2,8,3,0,1,0,0,55,0,0
18111,21,3,142766,1,10,0,5,2,0,0,0,0,10,0,0
18112,52,0,198744,0,9,4,2,1,0,1,0,0,40,0,0
18113,46,1,272780,1,10,1,3,0,0,0,0,0,24,0,0
18114,42,3,219553,3,14,2,3,1,0,1,0,0,38,0,0
18115,56,0,261232,0,9,0,4,1,0,0,0,0,40,0,0
18116,23,0,64292,0,9,0,1,1,0,1,0,0,40,0,0
18117,58,0,312131,3,14,1,2,0,0,0,0,0,40,0,0
18118,70,0,30713,0,9,1,6,0,0,0,0,0,30,0,0
18119,30,0,246439,1,10,2,1,3,0,0,0,0,40,0,0
18120,45,0,338105,2,13,1,1,0,2,0,0,0,40,5,0
18121,23,0,228243,1,10,0,4,1,0,0,0,0,44,0,0
18122,34,1,62463,1,10,1,8,0,0,0,0,1579,40,0,0
18123,38,0,31603,2,13,1,4,4,0,1,0,0,40,0,0
18124,24,0,165054,4,11,1,4,0,0,0,0,0,40,0,0
18125,53,0,121618,14,4,0,8,1,4,0,0,0,40,0,0
18126,45,4,273194,0,9,0,8,1,1,0,3325,0,40,0,0
18128,21,0,538319,1,10,0,5,2,0,1,0,0,40,39,0
18129,34,0,238246,2,13,0,3,1,0,1,0,0,40,0,0
18130,32,5,244665,0,9,1,4,0,0,0,5178,0,45,0,1
18131,21,0,131811,0,9,1,9,0,0,0,0,0,40,0,0
18133,23,0,156807,15,5,0,9,2,1,0,0,0,36,0,0
18134,28,0,236861,2,13,2,4,3,0,0,0,0,50,0,0
18135,29,2,229842,0,9,0,8,3,1,0,0,0,45,0,0
18136,25,1,190057,2,13,0,3,2,0,1,0,0,40,0,0
18137,44,3,55076,3,14,0,3,1,0,1,0,0,60,0,0
18138,18,0,152545,0,9,0,5,2,0,1,0,0,8,0,0
18139,26,0,153434,0,9,0,5,2,0,0,0,0,24,0,0
18140,47,1,171095,13,12,1,1,4,0,1,0,0,35,0,1
18141,23,0,239322,0,9,2,2,1,0,0,0,0,40,0,0
18142,46,0,138999,1,10,1,7,0,0,0,0,0,40,0,0
18143,61,1,95450,2,13,1,0,0,0,0,5178,0,50,0,1
18144,25,0,176520,0,9,0,4,5,0,0,0,0,40,0,0
18145,38,1,72338,0,9,1,11,0,2,0,0,0,54,0,1
18147,23,0,235722,1,10,0,5,1,0,0,0,0,20,0,0
18148,36,4,128884,0,9,2,1,1,0,1,0,0,48,0,0
18149,46,0,187226,15,5,2,5,1,0,0,0,0,25,0,0
18150,32,2,298332,2,13,1,3,0,0,0,0,0,45,0,1
18151,40,0,173607,11,6,1,8,0,0,0,0,0,40,0,0
18152,31,0,226756,0,9,0,1,2,1,0,0,0,40,0,0
18153,31,0,157887,1,10,1,0,0,0,0,0,0,65,0,1
18154,32,3,171111,2,13,0,1,1,0,0,0,0,37,0,0
18155,21,0,126314,1,10,0,5,2,0,0,0,0,10,0,0
18156,63,0,174018,1,10,1,2,0,1,0,0,0,40,0,1
18157,44,0,144778,1,10,3,0,1,0,0,0,0,45,0,1
18158,42,2,201522,2,13,1,2,0,0,0,0,0,60,0,0
18160,30,0,399088,1,10,2,1,1,0,1,0,0,45,0,0
18161,24,0,282202,0,9,0,5,3,0,0,0,0,40,13,0
18162,42,0,102606,2,13,1,10,0,0,0,0,0,40,0,1
18163,44,2,246862,0,9,1,3,4,0,1,0,0,40,7,1
18164,27,4,508336,2,13,0,0,1,1,0,0,0,48,0,0
18165,27,1,263431,1,10,0,0,3,0,0,0,0,40,0,0
18166,22,0,235733,0,9,0,5,1,0,1,0,0,45,0,0
18167,68,0,107910,0,9,0,2,1,0,1,0,0,40,0,0
18168,55,2,184425,1,10,1,6,0,0,0,0,0,99,0,1
18169,22,2,143062,0,9,0,5,2,0,0,0,0,40,35,0
18170,25,0,199545,1,10,1,0,4,0,1,0,0,15,0,0
18171,68,2,197015,0,9,1,6,0,0,0,0,0,45,0,0
18172,62,0,149617,1,10,4,0,1,0,1,0,0,16,0,0
18173,26,0,33610,0,9,2,5,5,0,0,0,0,40,0,0
18174,34,0,192002,3,14,1,3,0,0,0,0,0,55,0,1
18175,68,0,67791,1,10,4,2,1,0,0,0,0,40,0,0
18176,42,1,445382,2,13,3,0,1,0,0,0,0,45,0,1
18177,45,0,112283,2,13,1,2,0,0,0,0,0,55,0,0
18178,26,0,157249,5,7,0,8,1,0,0,0,0,40,0,0
18179,25,0,109872,0,9,1,7,0,0,0,0,0,45,0,0
18180,23,0,119838,2,13,0,3,2,0,0,0,0,50,0,0
18182,65,6,27012,14,4,4,6,3,0,1,0,0,50,0,0
18183,31,0,91666,0,9,0,8,1,0,0,0,0,50,0,0
18184,26,0,270276,0,9,0,1,1,0,1,0,0,40,0,0
18185,39,0,179271,1,10,1,4,0,0,0,0,0,50,0,1
18186,44,0,161819,0,9,1,7,0,0,0,0,0,40,0,1
18187,45,1,339681,3,14,2,3,3,0,1,1506,0,45,0,0
18188,26,2,219897,3,14,0,3,1,0,1,0,0,50,0,0
18189,26,0,91683,11,6,1,8,0,0,0,0,0,35,0,0
18190,36,0,188834,15,5,1,8,0,0,0,0,0,50,0,0
18191,38,0,187046,5,7,1,4,0,0,0,0,0,45,0,0
18192,39,0,191807,0,9,0,7,3,0,0,0,0,48,0,0
18193,52,5,179951,8,15,1,0,0,0,0,0,0,40,0,0
18194,39,0,324420,6,2,1,4,0,0,0,0,0,45,1,0
18195,41,2,66632,1,10,2,4,1,0,0,0,0,40,0,0
18196,42,1,121718,3,14,1,0,0,0,0,0,1902,60,0,1
18197,47,0,162034,2,13,1,2,0,0,0,0,0,70,0,0
18198,28,1,218990,4,11,1,11,0,1,0,0,0,46,0,0
18199,25,1,125863,2,13,0,3,2,0,0,0,0,35,0,0
18200,35,0,225330,2,13,0,1,1,0,1,0,0,40,0,0
18201,32,0,120426,0,9,3,1,3,0,1,0,0,40,0,0
18202,38,0,119741,3,14,1,4,0,1,0,0,0,40,0,1
18203,44,0,32000,1,10,1,10,0,0,0,0,0,18,0,1
18205,27,0,278581,2,13,0,2,2,0,1,0,0,40,0,0
18206,30,0,230224,2,13,0,0,1,0,0,0,0,55,0,1
18207,30,0,204374,2,13,0,2,1,0,0,0,1741,48,0,0
18208,45,0,188386,0,9,1,9,0,0,0,0,1628,45,0,0
18209,20,0,164922,0,9,0,4,2,0,0,0,0,40,0,0
18210,57,0,195176,3,14,0,3,1,0,0,0,0,80,0,0
18211,43,0,166740,1,10,2,1,1,0,0,0,0,48,0,0
18213,28,0,162551,14,4,1,7,5,2,1,0,0,48,2,0
18214,25,0,211231,0,9,1,10,5,0,1,0,0,48,0,1
18215,25,0,169990,0,9,1,2,0,0,0,0,0,40,0,0
18216,90,0,221832,2,13,1,0,0,0,0,0,0,45,0,0
18217,38,1,255454,2,13,3,3,3,1,0,0,0,40,0,0
18218,35,0,28160,2,13,5,0,3,0,1,0,0,40,0,0
18219,50,3,159219,2,13,1,0,0,0,0,0,0,40,29,1
18220,26,1,103148,0,9,0,1,1,0,1,0,0,40,0,0
18221,39,0,165186,1,10,1,6,0,0,0,0,0,45,0,0
18222,56,0,31782,11,6,1,2,0,0,0,0,0,40,0,0
18223,24,1,249101,0,9,2,11,3,1,1,0,0,40,0,0
18224,46,0,243190,0,9,1,1,4,0,1,7688,0,40,0,1
18225,18,1,153405,5,7,0,1,5,0,1,0,0,25,0,0
18226,37,0,329980,3,14,1,0,0,0,0,0,2415,60,0,1
18227,57,0,176079,3,14,2,3,1,0,1,0,0,40,0,0
18228,43,3,218542,0,9,0,1,3,1,1,0,0,40,0,0
18229,29,3,303446,2,13,1,3,0,0,0,0,0,25,14,0
18230,40,0,102606,3,14,1,0,0,0,0,0,0,40,0,1
18231,44,2,483201,2,13,1,0,0,0,0,0,0,40,0,0
18232,77,1,144608,0,9,1,0,0,0,0,0,0,6,0,0
18233,30,0,226013,2,13,0,3,1,1,0,0,0,40,0,0
18234,21,0,165475,0,9,1,7,0,0,0,0,0,40,0,0
18235,66,0,263637,11,6,1,11,0,0,0,0,0,40,0,0
18236,40,0,201495,5,7,0,8,2,0,0,0,0,35,0,0
18237,68,0,213720,0,9,1,2,0,0,0,0,0,40,0,0
18238,64,0,170483,0,9,4,5,1,0,1,0,0,38,0,0
18239,26,0,214303,2,13,0,3,1,0,1,0,0,50,0,0
18240,32,0,190511,1,10,1,0,0,0,0,0,0,40,0,1
18241,32,0,242150,0,9,0,1,2,0,0,0,0,38,0,0
18242,51,1,159755,3,14,1,3,0,0,0,0,0,40,0,1
18243,50,0,147629,3,14,1,3,0,0,0,15024,0,45,0,1
18244,49,0,268022,2,13,1,2,0,0,0,0,0,50,0,1
18245,28,0,188711,2,13,0,8,3,0,0,0,0,20,0,0
18246,29,0,452205,0,9,2,5,3,0,1,0,0,36,0,0
18247,21,0,260847,1,10,0,2,2,0,0,0,0,30,0,0
18248,28,0,291374,0,9,0,1,3,1,1,0,0,40,0,0
18249,55,0,189933,11,6,1,4,0,0,0,0,0,40,0,0
18250,45,2,133969,0,9,1,2,0,2,0,0,0,50,32,1
18251,35,0,330664,1,10,0,2,1,0,0,0,0,40,0,0
18253,26,0,122999,3,14,0,3,1,0,0,8614,0,40,0,1
18254,30,0,111415,0,9,1,5,0,0,0,0,0,55,16,0
18255,33,0,217235,0,9,1,2,0,0,0,0,0,20,0,0
18256,40,0,121956,2,13,5,3,1,2,0,13550,0,40,28,1
18257,23,0,120172,2,13,0,0,1,0,0,0,0,40,0,0
18258,35,0,343403,1,10,0,2,1,0,1,0,0,40,0,0
18259,48,2,104790,5,7,1,6,0,0,0,0,0,50,0,1
18260,39,1,473547,11,6,2,9,2,1,0,0,0,40,0,0
18261,53,1,260106,8,15,2,3,1,0,1,0,0,50,0,0
18262,49,4,168232,0,9,1,1,0,0,0,0,0,40,0,1
18263,31,0,348491,2,13,0,0,1,1,1,0,0,40,0,0
18264,36,0,24106,0,9,1,4,0,0,0,3103,0,40,0,1
18265,60,5,197553,1,10,1,0,0,0,0,7688,0,50,0,1
18266,29,0,421065,0,9,0,7,1,0,0,0,0,48,0,0
18267,54,5,138852,1,10,1,2,0,0,0,0,0,45,0,1
18269,34,0,379412,0,9,1,4,0,0,0,0,0,50,0,0
18270,30,0,181992,1,10,0,2,1,1,1,0,0,35,0,0
18272,26,0,236564,0,9,0,9,1,0,0,0,0,40,0,0
18273,47,0,363418,1,10,0,2,1,0,0,0,0,70,0,1
18274,50,0,112351,0,9,2,0,3,0,0,0,0,38,0,0
18275,30,0,204704,2,13,0,0,3,0,1,0,0,45,0,1
18276,44,0,54611,1,10,2,7,1,0,0,0,0,50,0,0
18277,49,0,128132,0,9,1,2,0,0,0,0,0,60,0,1
18278,75,2,30599,3,14,5,3,1,0,1,0,0,50,0,0
18279,37,0,379522,2,13,1,2,0,0,0,0,0,55,0,1
18280,51,3,196504,0,9,2,4,3,0,0,0,0,38,0,0
18281,35,0,82552,0,9,0,4,3,0,0,0,0,35,0,0
18282,28,0,104024,1,10,0,2,5,0,1,0,0,40,0,0
18283,66,2,293114,0,9,1,6,0,0,0,1409,0,40,0,0
18284,72,0,74141,15,5,1,0,4,2,1,0,0,48,0,1
18285,39,0,192337,2,13,3,2,1,0,0,0,0,50,0,0
18286,27,0,262478,0,9,0,6,2,1,0,0,0,30,0,0
18287,57,0,185072,1,10,0,1,5,1,1,0,0,40,18,0
18288,24,0,296045,14,4,1,4,0,0,0,2635,0,38,0,0
18289,28,0,246595,0,9,0,4,2,0,0,0,0,70,0,0
18290,23,0,54472,1,10,5,5,1,0,1,0,0,50,0,0
18291,31,0,331065,2,13,0,0,1,0,1,0,1408,40,0,0
18292,23,0,161708,1,10,0,5,2,0,1,0,0,20,0,0
18293,31,0,264936,1,10,0,5,1,0,1,0,0,40,0,0
18294,27,1,113545,2,13,0,3,1,0,1,0,0,40,0,0
18295,30,0,212237,2,13,1,3,0,0,0,0,1740,45,0,0
18297,34,0,173806,3,14,0,3,1,0,0,4865,0,60,0,0
18298,57,4,370890,0,9,0,1,1,0,0,0,2258,40,0,0
18299,39,0,505119,3,14,1,0,0,0,0,0,0,40,15,1
18300,23,0,193089,5,7,0,4,2,0,0,0,0,40,0,0
18301,24,1,33432,13,12,1,5,4,0,1,0,0,40,0,0
18302,36,0,103110,9,16,0,3,1,0,0,0,0,40,11,0
18303,32,0,160362,1,10,2,5,5,0,0,0,0,40,14,0
18304,35,0,204621,13,12,2,5,2,0,1,0,0,40,0,0
18305,36,0,35309,2,13,1,0,0,0,0,0,0,40,0,0
18307,47,0,194772,4,11,1,7,0,0,0,0,0,40,0,1
18308,35,0,154410,0,9,0,9,1,0,0,0,0,40,0,0
18309,44,4,220563,1,10,1,10,0,0,0,0,0,40,0,0
18310,32,3,253354,3,14,1,3,0,0,0,0,0,50,0,0
18311,32,0,211699,13,12,1,0,4,0,1,0,1485,40,0,1
18312,63,2,167501,1,10,1,3,4,0,1,20051,0,10,0,1
18313,34,0,229732,4,11,1,4,0,0,0,0,0,40,0,0
18314,47,0,185465,0,9,1,4,0,1,0,0,0,40,0,0
18315,27,0,335764,5,7,1,2,2,1,0,0,0,35,0,0
18316,23,0,460046,0,9,3,0,3,0,1,0,0,42,0,0
18318,50,0,176924,11,6,1,4,0,0,0,0,0,38,0,0
18319,49,3,213307,1,10,1,3,0,0,0,0,0,40,0,0
18320,36,0,83893,1,10,1,0,0,0,0,0,0,40,0,1
18321,23,0,194102,2,13,0,0,3,0,0,0,0,40,0,0
18322,61,0,238611,14,4,4,5,3,1,1,0,0,38,0,0
18323,41,0,113597,1,10,1,6,0,0,0,0,0,16,0,0
18324,27,2,208406,2,13,1,0,0,0,0,0,0,60,0,1
18325,53,0,274528,2,13,2,0,1,0,0,0,0,70,0,0
18326,17,2,60116,11,6,0,1,2,0,0,0,0,10,0,0
18328,53,0,166368,1,10,0,4,1,0,0,0,0,40,0,0
18329,28,0,303954,0,9,1,4,0,0,0,0,1848,42,0,1
18330,24,0,99386,2,13,5,3,2,0,1,0,0,40,0,0
18331,22,0,188569,1,10,0,1,1,0,1,0,0,20,0,0
18332,53,0,302868,2,13,1,2,0,0,0,0,0,50,0,1
18333,18,0,283342,5,7,0,5,5,1,0,0,0,20,0,0
18334,24,0,233777,1,10,0,2,3,0,0,0,0,50,1,0
18335,20,0,170038,0,9,0,2,1,0,1,0,0,40,0,0
18336,30,1,261319,14,4,1,8,0,0,0,0,0,40,0,0
18337,37,3,367237,4,11,0,3,1,0,0,8614,0,40,0,1
18338,34,0,126838,0,9,1,8,0,0,0,0,0,40,0,0
18339,19,0,354104,0,9,0,9,2,0,0,0,0,30,0,0
18340,20,0,176321,10,8,0,1,2,0,1,0,0,40,1,0
18341,47,0,85129,0,9,2,5,1,2,1,0,0,40,0,0
18343,22,0,62507,2,13,0,3,2,0,1,0,0,40,0,0
18344,42,1,111252,3,14,1,0,0,0,0,0,1977,40,0,1
18345,60,0,156889,1,10,2,1,1,0,1,0,0,40,0,0
18346,32,0,549430,0,9,0,12,3,0,1,0,0,40,1,0
18347,46,0,29696,0,9,1,0,0,0,0,0,0,40,0,1
18348,66,0,98837,0,9,4,1,1,0,1,0,0,40,0,0
18349,37,0,86150,2,13,1,5,4,2,1,0,0,30,0,1
18350,34,0,204991,1,10,2,0,2,0,0,0,0,44,0,0
18351,45,0,371886,2,13,0,3,1,0,0,0,0,46,0,0
18352,35,0,103605,5,7,1,6,0,0,0,0,0,40,0,0
18354,51,1,133050,1,10,1,0,0,1,0,0,0,40,0,1
18355,36,1,126569,1,10,1,11,0,0,0,0,0,40,0,1
18356,25,4,144259,0,9,0,1,2,1,0,0,0,40,0,0
18357,51,0,161482,0,9,2,5,3,0,1,0,0,38,0,0
18358,25,2,305449,1,10,0,7,2,0,0,0,0,40,0,0
18359,19,0,125010,0,9,0,6,2,0,0,0,0,45,0,0
18360,47,0,304133,1,10,1,0,0,0,0,0,0,45,0,0
18361,59,1,120617,0,9,3,11,3,1,1,0,0,40,0,0
18362,34,0,157747,2,13,1,0,0,0,0,0,0,40,0,1
18363,40,0,297396,1,10,3,0,3,0,1,0,0,60,0,0
18364,42,0,121287,0,9,2,7,1,0,0,0,0,45,0,0
18366,37,0,49115,3,14,1,0,0,0,0,0,0,60,0,1
18367,51,5,208302,13,12,1,2,0,0,0,0,0,38,0,1
18368,25,0,304032,0,9,0,1,2,0,0,0,0,36,0,0
18369,31,4,207301,0,9,1,1,4,0,1,0,0,40,0,1
